"X1","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll","duration"
4450,"saipanmtrll2","saipan","mtrl","l2","r","r","isoptera",0,2018-01-17,2018-01-20,3
4451,"saipanmtrll2","saipan","mtrl","l2","r","w","isoptera",0,2018-01-17,2018-01-20,3
4452,"saipanmtrll2","saipan","mtrl","l2","r","b","isoptera",0,2018-01-17,2018-01-20,3
4453,"saipanmtrll2","saipan","mtrl","l2","r","y","isoptera",0,2018-01-17,2018-01-20,3
4454,"saipanmtrll2","saipan","mtrl","l2","w","r","isoptera",0,2018-01-17,2018-01-20,3
4455,"saipanmtrll2","saipan","mtrl","l2","y","r","isoptera",0,2018-01-17,2018-01-20,3
4456,"saipanmtrll2","saipan","mtrl","l2","w","w","isoptera",0,2018-01-17,2018-01-20,3
4457,"saipanmtrll2","saipan","mtrl","l2","w","b","isoptera",0,2018-01-17,2018-01-20,3
4458,"saipanmtrll2","saipan","mtrl","l2","b","r","isoptera",0,2018-01-17,2018-01-20,3
4459,"saipanmtrll2","saipan","mtrl","l2","w","y","isoptera",0,2018-01-17,2018-01-20,3
4460,"saipanmtrll2","saipan","mtrl","l2","b","b","isoptera",0,2018-01-17,2018-01-20,3
4461,"saipanmtrll2","saipan","mtrl","l2","b","y","isoptera",0,2018-01-17,2018-01-20,3
4462,"saipanmtrll2","saipan","mtrl","l2","b","w","isoptera",0,2018-01-17,2018-01-20,3
4465,"saipanmtrll2","saipan","mtrl","l2","y","b","isoptera",0,2018-01-17,2018-01-20,3
4466,"saipanmtrll3","saipan","mtrl","l3","r","r","isoptera",0,2018-01-17,2018-01-20,3
4468,"saipanmtrll3","saipan","mtrl","l3","r","y","isoptera",0,2018-01-17,2018-01-20,3
4469,"saipanmtrll3","saipan","mtrl","l3","b","b","isoptera",0,2018-01-17,2018-01-20,3
4470,"saipanmtrll3","saipan","mtrl","l3","y","b","isoptera",0,2018-01-17,2018-01-20,3
4471,"saipanmtrll3","saipan","mtrl","l3","y","w","isoptera",0,2018-01-17,2018-01-20,3
4472,"saipanmtrll3","saipan","mtrl","l3","w","r","isoptera",0,2018-01-17,2018-01-20,3
4473,"saipanmtrll3","saipan","mtrl","l3","w","w","isoptera",0,2018-01-17,2018-01-20,3
4474,"saipanmtrll3","saipan","mtrl","l3","b","y","isoptera",0,2018-01-17,2018-01-20,3
4475,"saipanmtrll3","saipan","mtrl","l3","y","r","isoptera",0,2018-01-17,2018-01-20,3
4476,"saipanmtrll3","saipan","mtrl","l3","r","w","isoptera",0,2018-01-17,2018-01-20,3
4477,"saipanmtrll3","saipan","mtrl","l3","r","b","isoptera",0,2018-01-17,2018-01-20,3
4479,"saipanmtrll3","saipan","mtrl","l3","b","r","isoptera",0,2018-01-17,2018-01-20,3
4481,"guamanaol1","guam","anao","l1","b","y","partial",0,2018-01-12,2018-01-15,3
4482,"guamanaol1","guam","anao","l1","y","w","partial",0,2018-01-12,2018-01-15,3
4483,"guamanaol1","guam","anao","l1","y","b","partial",0,2018-01-12,2018-01-15,3
4484,"guamanaol1","guam","anao","l1","y","r","partial",0,2018-01-12,2018-01-15,3
4485,"guamanaol1","guam","anao","l1","w","b","partial",0,2018-01-12,2018-01-15,3
4486,"guamanaol1","guam","anao","l1","r","b","partial",0,2018-01-12,2018-01-15,3
4487,"guamanaol1","guam","anao","l1","w","y","partial",0,2018-01-12,2018-01-15,3
4488,"guamanaol1","guam","anao","l1","r","w","partial",0,2018-01-12,2018-01-15,3
4489,"guamanaol1","guam","anao","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4490,"guamanaol1","guam","anao","l1","b","r","partial",0,2018-01-12,2018-01-15,3
4491,"guamanaol1","guam","anao","l1","b","w","partial",0,2018-01-12,2018-01-15,3
4492,"guamanaol1","guam","anao","l1","y","y","partial",0,2018-01-12,2018-01-15,3
4493,"guamanaol1","guam","anao","l1","w","w","partial",0,2018-01-12,2018-01-15,3
4494,"guamanaol1","guam","anao","l1","w","r","partial",0,2018-01-12,2018-01-15,3
4495,"guamanaol1","guam","anao","l1","r","r","partial",0,2018-01-12,2018-01-15,3
4496,"guamanaol1","guam","anao","l1","r","y","partial",0,2018-01-12,2018-01-15,3
4497,"guamanaol2","guam","anao","l2","b","y","partial",0,2018-01-12,2018-01-15,3
4498,"guamanaol2","guam","anao","l2","b","b","partial",0,2018-01-12,2018-01-15,3
4499,"guamanaol2","guam","anao","l2","r","b","partial",0,2018-01-12,2018-01-15,3
4500,"guamanaol2","guam","anao","l2","y","y","partial",0,2018-01-12,2018-01-15,3
4501,"guamanaol2","guam","anao","l2","b","r","partial",0,2018-01-12,2018-01-15,3
4502,"guamanaol2","guam","anao","l2","r","w","partial",0,2018-01-12,2018-01-15,3
4503,"guamanaol2","guam","anao","l2","w","y","partial",0,2018-01-12,2018-01-15,3
4504,"guamanaol2","guam","anao","l2","b","w","partial",0,2018-01-12,2018-01-15,3
4505,"guamanaol2","guam","anao","l2","y","b","partial",0,2018-01-12,2018-01-15,3
4506,"guamanaol2","guam","anao","l2","y","w","partial",0,2018-01-12,2018-01-15,3
4507,"guamanaol2","guam","anao","l2","w","r","partial",0,2018-01-12,2018-01-15,3
4508,"guamanaol2","guam","anao","l2","w","b","partial",0,2018-01-12,2018-01-15,3
4509,"guamanaol2","guam","anao","l2","r","y","partial",0,2018-01-12,2018-01-15,3
4510,"guamanaol2","guam","anao","l2","w","w","partial",0,2018-01-12,2018-01-15,3
4511,"guamanaol2","guam","anao","l2","r","r","partial",0,2018-01-12,2018-01-15,3
4512,"guamanaol2","guam","anao","l2","y","r","partial",0,2018-01-12,2018-01-15,3
4513,"guamanaol3","guam","anao","l3","y","y","partial",0,2018-01-12,2018-01-15,3
4514,"guamanaol3","guam","anao","l3","y","w","partial",0,2018-01-12,2018-01-15,3
4515,"guamanaol3","guam","anao","l3","y","b","partial",0,2018-01-12,2018-01-15,3
4516,"guamanaol3","guam","anao","l3","b","b","partial",0,2018-01-12,2018-01-15,3
4517,"guamanaol3","guam","anao","l3","r","r","partial",0,2018-01-12,2018-01-15,3
4518,"guamanaol3","guam","anao","l3","w","b","partial",0,2018-01-12,2018-01-15,3
4519,"guamanaol3","guam","anao","l3","y","r","partial",0,2018-01-12,2018-01-15,3
4520,"guamanaol3","guam","anao","l3","w","w","partial",0,2018-01-12,2018-01-15,3
4521,"guamanaol3","guam","anao","l3","w","y","partial",0,2018-01-12,2018-01-15,3
4522,"guamanaol3","guam","anao","l3","b","y","partial",0,2018-01-12,2018-01-15,3
4523,"guamanaol3","guam","anao","l3","b","r","partial",0,2018-01-12,2018-01-15,3
4524,"guamanaol3","guam","anao","l3","r","w","partial",0,2018-01-12,2018-01-15,3
4525,"guamanaol3","guam","anao","l3","r","y","partial",0,2018-01-12,2018-01-15,3
4526,"guamanaol3","guam","anao","l3","w","r","partial",0,2018-01-12,2018-01-15,3
4527,"guamanaol3","guam","anao","l3","r","b","partial",0,2018-01-12,2018-01-15,3
4528,"guamanaol3","guam","anao","l3","b","w","partial",0,2018-01-12,2018-01-15,3
4529,"guamnblasl1","guam","nblas","l1","r","r","partial",0,2018-01-12,2018-01-15,3
4530,"guamnblasl1","guam","nblas","l1","r","b","partial",0,2018-01-12,2018-01-15,3
4531,"guamnblasl1","guam","nblas","l1","r","y","partial",0,2018-01-12,2018-01-15,3
4532,"guamnblasl1","guam","nblas","l1","r","w","partial",0,2018-01-12,2018-01-15,3
4533,"guamnblasl1","guam","nblas","l1","b","r","partial",0,2018-01-12,2018-01-15,3
4534,"guamnblasl1","guam","nblas","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4535,"guamnblasl1","guam","nblas","l1","b","y","partial",0,2018-01-12,2018-01-15,3
4536,"guamnblasl1","guam","nblas","l1","b","w","partial",0,2018-01-12,2018-01-15,3
4537,"guamnblasl1","guam","nblas","l1","y","r","partial",0,2018-01-12,2018-01-15,3
4538,"guamnblasl1","guam","nblas","l1","y","b","partial",0,2018-01-12,2018-01-15,3
4539,"guamnblasl1","guam","nblas","l1","y","y","partial",0,2018-01-12,2018-01-15,3
4540,"guamnblasl1","guam","nblas","l1","y","w","partial",0,2018-01-12,2018-01-15,3
4541,"guamnblasl1","guam","nblas","l1","w","r","partial",0,2018-01-12,2018-01-15,3
4542,"guamnblasl1","guam","nblas","l1","w","b","partial",0,2018-01-12,2018-01-15,3
4543,"guamnblasl1","guam","nblas","l1","w","y","partial",0,2018-01-12,2018-01-15,3
4544,"guamnblasl1","guam","nblas","l1","w","w","partial",0,2018-01-12,2018-01-15,3
4545,"guamnblasl2","guam","nblas","l2","r","y","partial",0,2018-01-12,2018-01-15,3
4546,"guamnblasl2","guam","nblas","l2","r","r","partial",0,2018-01-12,2018-01-15,3
4547,"guamnblasl2","guam","nblas","l2","r","w","partial",0,2018-01-12,2018-01-15,3
4548,"guamnblasl2","guam","nblas","l2","r","b","partial",0,2018-01-12,2018-01-15,3
4549,"guamnblasl2","guam","nblas","l2","w","b","partial",0,2018-01-12,2018-01-15,3
4550,"guamnblasl2","guam","nblas","l2","w","y","partial",0,2018-01-12,2018-01-15,3
4551,"guamnblasl2","guam","nblas","l2","w","w","partial",0,2018-01-12,2018-01-15,3
4552,"guamnblasl2","guam","nblas","l2","y","y","partial",0,2018-01-12,2018-01-15,3
4553,"guamnblasl2","guam","nblas","l2","w","r","partial",0,2018-01-12,2018-01-15,3
4554,"guamnblasl2","guam","nblas","l2","y","b","partial",0,2018-01-12,2018-01-15,3
4555,"guamnblasl2","guam","nblas","l2","y","w","partial",0,2018-01-12,2018-01-15,3
4556,"guamnblasl2","guam","nblas","l2","y","r","partial",0,2018-01-12,2018-01-15,3
4557,"guamnblasl2","guam","nblas","l2","b","w","partial",0,2018-01-12,2018-01-15,3
4558,"guamnblasl2","guam","nblas","l2","b","r","partial",0,2018-01-12,2018-01-15,3
4560,"guamnblasl2","guam","nblas","l2","b","y","partial",0,2018-01-12,2018-01-15,3
4562,"guamnblasl3","guam","nblas","l3","r","w","partial",0,2018-01-12,2018-01-15,3
4563,"guamnblasl3","guam","nblas","l3","r","b","partial",0,2018-01-12,2018-01-15,3
4565,"guamnblasl3","guam","nblas","l3","w","r","partial",0,2018-01-12,2018-01-15,3
4566,"guamnblasl3","guam","nblas","l3","w","w","partial",0,2018-01-12,2018-01-15,3
4567,"guamnblasl3","guam","nblas","l3","w","b","partial",0,2018-01-12,2018-01-15,3
4568,"guamnblasl3","guam","nblas","l3","w","y","partial",0,2018-01-12,2018-01-15,3
4569,"guamnblasl3","guam","nblas","l3","y","r","partial",0,2018-01-12,2018-01-15,3
4571,"guamnblasl3","guam","nblas","l3","y","b","partial",0,2018-01-12,2018-01-15,3
4572,"guamnblasl3","guam","nblas","l3","y","y","partial",0,2018-01-12,2018-01-15,3
4573,"guamnblasl3","guam","nblas","l3","b","r","partial",0,2018-01-12,2018-01-15,3
4574,"guamnblasl3","guam","nblas","l3","b","w","partial",0,2018-01-12,2018-01-15,3
4575,"guamnblasl3","guam","nblas","l3","b","b","partial",0,2018-01-12,2018-01-15,3
4576,"guamnblasl3","guam","nblas","l3","b","y","partial",0,2018-01-12,2018-01-15,3
4577,"guamracetrackl1","guam","racetrack","l1","w","w","partial",0,2018-01-12,2018-01-15,3
4578,"guamracetrackl1","guam","racetrack","l1","w","r","partial",0,2018-01-12,2018-01-15,3
4579,"guamracetrackl1","guam","racetrack","l1","w","y","partial",0,2018-01-12,2018-01-15,3
4580,"guamracetrackl1","guam","racetrack","l1","y","y","partial",0,2018-01-12,2018-01-15,3
4581,"guamracetrackl1","guam","racetrack","l1","w","b","partial",0,2018-01-12,2018-01-15,3
4582,"guamracetrackl1","guam","racetrack","l1","r","r","partial",0,2018-01-12,2018-01-15,3
4583,"guamracetrackl1","guam","racetrack","l1","r","y","partial",0,2018-01-12,2018-01-15,3
4584,"guamracetrackl1","guam","racetrack","l1","y","r","partial",0,2018-01-12,2018-01-15,3
4585,"guamracetrackl1","guam","racetrack","l1","b","r","partial",0,2018-01-12,2018-01-15,3
4586,"guamracetrackl1","guam","racetrack","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4587,"guamracetrackl1","guam","racetrack","l1","r","b","partial",0,2018-01-12,2018-01-15,3
4588,"guamracetrackl1","guam","racetrack","l1","r","w","partial",0,2018-01-12,2018-01-15,3
4589,"guamracetrackl1","guam","racetrack","l1","y","w","partial",0,2018-01-12,2018-01-15,3
4590,"guamracetrackl1","guam","racetrack","l1","b","w","partial",0,2018-01-12,2018-01-15,3
4591,"guamracetrackl1","guam","racetrack","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4592,"guamracetrackl1","guam","racetrack","l1","y","b","partial",0,2018-01-12,2018-01-15,3
4593,"guamracetrackl2","guam","racetrack","l2","r","w","partial",0,2018-01-12,2018-01-15,3
4594,"guamracetrackl2","guam","racetrack","l2","b","y","partial",0,2018-01-12,2018-01-15,3
4595,"guamracetrackl2","guam","racetrack","l2","b","b","partial",0,2018-01-12,2018-01-15,3
4596,"guamracetrackl2","guam","racetrack","l2","b","r","partial",0,2018-01-12,2018-01-15,3
4597,"guamracetrackl2","guam","racetrack","l2","b","w","partial",0,2018-01-12,2018-01-15,3
4598,"guamracetrackl2","guam","racetrack","l2","y","y","partial",0,2018-01-12,2018-01-15,3
4599,"guamracetrackl2","guam","racetrack","l2","y","r","partial",0,2018-01-12,2018-01-15,3
4600,"guamracetrackl2","guam","racetrack","l2","y","w","partial",0,2018-01-12,2018-01-15,3
4601,"guamracetrackl2","guam","racetrack","l2","y","b","partial",0,2018-01-12,2018-01-15,3
4602,"guamracetrackl2","guam","racetrack","l2","w","r","partial",0,2018-01-12,2018-01-15,3
4603,"guamracetrackl2","guam","racetrack","l2","w","w","partial",0,2018-01-12,2018-01-15,3
4604,"guamracetrackl2","guam","racetrack","l2","w","b","partial",0,2018-01-12,2018-01-15,3
4605,"guamracetrackl2","guam","racetrack","l2","w","y","partial",0,2018-01-12,2018-01-15,3
4606,"guamracetrackl2","guam","racetrack","l2","r","y","partial",0,2018-01-12,2018-01-15,3
4607,"guamracetrackl2","guam","racetrack","l2","r","b","partial",0,2018-01-12,2018-01-15,3
4608,"guamracetrackl2","guam","racetrack","l2","r","r","partial",0,2018-01-12,2018-01-15,3
4609,"guamracetrackl3","guam","racetrack","l3","r","r","partial",0,2018-01-12,2018-01-15,3
4610,"guamracetrackl3","guam","racetrack","l3","r","y","partial",0,2018-01-12,2018-01-15,3
4611,"guamracetrackl3","guam","racetrack","l3","y","r","partial",0,2018-01-12,2018-01-15,3
4612,"guamracetrackl3","guam","racetrack","l3","y","w","partial",0,2018-01-12,2018-01-15,3
4613,"guamracetrackl3","guam","racetrack","l3","y","b","partial",0,2018-01-12,2018-01-15,3
4614,"guamracetrackl3","guam","racetrack","l3","y","y","partial",0,2018-01-12,2018-01-15,3
4615,"guamracetrackl3","guam","racetrack","l3","w","b","partial",0,2018-01-12,2018-01-15,3
4616,"guamracetrackl3","guam","racetrack","l3","w","y","partial",0,2018-01-12,2018-01-15,3
4617,"guamracetrackl3","guam","racetrack","l3","b","b","partial",0,2018-01-12,2018-01-15,3
4618,"guamracetrackl3","guam","racetrack","l3","b","r","partial",0,2018-01-12,2018-01-15,3
4619,"guamracetrackl3","guam","racetrack","l3","b","w","partial",0,2018-01-12,2018-01-15,3
4620,"guamracetrackl3","guam","racetrack","l3","b","y","partial",0,2018-01-12,2018-01-15,3
4621,"guamracetrackl3","guam","racetrack","l3","w","w","partial",0,2018-01-12,2018-01-15,3
4622,"guamracetrackl3","guam","racetrack","l3","w","r","partial",0,2018-01-12,2018-01-15,3
4623,"guamracetrackl3","guam","racetrack","l3","r","b","partial",0,2018-01-12,2018-01-15,3
4624,"guamracetrackl3","guam","racetrack","l3","r","w","partial",0,2018-01-12,2018-01-15,3
4625,"guamritil1","guam","riti","l1","w","b","partial",0,2018-01-12,2018-01-15,3
4626,"guamritil1","guam","riti","l1","w","y","partial",0,2018-01-12,2018-01-15,3
4628,"guamritil1","guam","riti","l1","r","b","partial",0,2018-01-12,2018-01-15,3
4630,"guamritil1","guam","riti","l1","y","b","partial",0,2018-01-12,2018-01-15,3
4631,"guamritil1","guam","riti","l1","y","w","partial",0,2018-01-12,2018-01-15,3
4633,"guamritil1","guam","riti","l1","b","y","partial",0,2018-01-12,2018-01-15,3
4634,"guamritil1","guam","riti","l1","r","w","partial",0,2018-01-12,2018-01-15,3
4635,"guamritil1","guam","riti","l1","b","r","partial",0,2018-01-12,2018-01-15,3
4636,"guamritil1","guam","riti","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4637,"guamritil1","guam","riti","l1","y","r","partial",0,2018-01-12,2018-01-15,3
4638,"guamritil1","guam","riti","l1","b","w","partial",0,2018-01-12,2018-01-15,3
4639,"guamritil1","guam","riti","l1","w","w","partial",0,2018-01-12,2018-01-15,3
4641,"guamritil2","guam","riti","l2","y","y","partial",0,2018-01-12,2018-01-15,3
4642,"guamritil2","guam","riti","l2","w","r","partial",0,2018-01-12,2018-01-15,3
4643,"guamritil2","guam","riti","l2","w","w","partial",0,2018-01-12,2018-01-15,3
4644,"guamritil2","guam","riti","l2","w","b","partial",0,2018-01-12,2018-01-15,3
4645,"guamritil2","guam","riti","l2","b","w","partial",0,2018-01-12,2018-01-15,3
4646,"guamritil2","guam","riti","l2","b","r","partial",0,2018-01-12,2018-01-15,3
4647,"guamritil2","guam","riti","l2","w","y","partial",0,2018-01-12,2018-01-15,3
4648,"guamritil2","guam","riti","l2","b","b","partial",0,2018-01-12,2018-01-15,3
4649,"guamritil2","guam","riti","l2","b","y","partial",0,2018-01-12,2018-01-15,3
4650,"guamritil2","guam","riti","l2","y","w","partial",0,2018-01-12,2018-01-15,3
4651,"guamritil2","guam","riti","l2","r","r","partial",0,2018-01-12,2018-01-15,3
4652,"guamritil2","guam","riti","l2","y","r","partial",0,2018-01-12,2018-01-15,3
4653,"guamritil2","guam","riti","l2","y","b","partial",0,2018-01-12,2018-01-15,3
4654,"guamritil2","guam","riti","l2","r","w","partial",0,2018-01-12,2018-01-15,3
4655,"guamritil2","guam","riti","l2","r","y","partial",0,2018-01-12,2018-01-15,3
4657,"guamritil3","guam","riti","l3","r","r","partial",0,2018-01-12,2018-01-15,3
4658,"guamritil3","guam","riti","l3","y","r","partial",0,2018-01-12,2018-01-15,3
4660,"guamritil3","guam","riti","l3","b","y","partial",0,2018-01-12,2018-01-15,3
4662,"guamritil3","guam","riti","l3","y","w","partial",0,2018-01-12,2018-01-15,3
4663,"guamritil3","guam","riti","l3","b","w","partial",0,2018-01-12,2018-01-15,3
4664,"guamritil3","guam","riti","l3","b","b","partial",0,2018-01-12,2018-01-15,3
4665,"guamritil3","guam","riti","l3","r","b","partial",0,2018-01-12,2018-01-15,3
4667,"guamritil3","guam","riti","l3","w","r","partial",0,2018-01-12,2018-01-15,3
4668,"guamritil3","guam","riti","l3","w","b","partial",0,2018-01-12,2018-01-15,3
4669,"guamritil3","guam","riti","l3","r","y","partial",0,2018-01-12,2018-01-15,3
4671,"guamritil3","guam","riti","l3","w","w","partial",0,2018-01-12,2018-01-15,3
4672,"guamritil3","guam","riti","l3","w","y","partial",0,2018-01-12,2018-01-15,3
4673,"guamsblasl1","guam","sblas","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4674,"guamsblasl1","guam","sblas","l1","y","y","partial",0,2018-01-12,2018-01-15,3
4675,"guamsblasl1","guam","sblas","l1","b","b","partial",0,2018-01-12,2018-01-15,3
4676,"guamsblasl1","guam","sblas","l1","b","y","partial",0,2018-01-12,2018-01-15,3
4677,"guamsblasl1","guam","sblas","l1","b","w","partial",0,2018-01-12,2018-01-15,3
4678,"guamsblasl1","guam","sblas","l1","b","r","partial",0,2018-01-12,2018-01-15,3
4679,"guamsblasl1","guam","sblas","l1","w","y","partial",0,2018-01-12,2018-01-15,3
4680,"guamsblasl1","guam","sblas","l1","y","y","partial",0,2018-01-12,2018-01-15,3
4681,"guamsblasl1","guam","sblas","l1","w","b","partial",0,2018-01-12,2018-01-15,3
4682,"guamsblasl1","guam","sblas","l1","r","b","partial",0,2018-01-12,2018-01-15,3
4683,"guamsblasl1","guam","sblas","l1","w","r","partial",0,2018-01-12,2018-01-15,3
4684,"guamsblasl1","guam","sblas","l1","y","b","partial",0,2018-01-12,2018-01-15,3
4685,"guamsblasl1","guam","sblas","l1","r","r","partial",0,2018-01-12,2018-01-15,3
4686,"guamsblasl1","guam","sblas","l1","r","w","partial",0,2018-01-12,2018-01-15,3
4687,"guamsblasl1","guam","sblas","l1","y","r","partial",0,2018-01-12,2018-01-15,3
4688,"guamsblasl1","guam","sblas","l1","y","w","partial",0,2018-01-12,2018-01-15,3
4689,"guamsblasl1","guam","sblas","l1","r","y","partial",0,2018-01-12,2018-01-15,3
4690,"guamsblasl1","guam","sblas","l1","w","w","partial",0,2018-01-12,2018-01-15,3
4691,"guamsblasl2","guam","sblas","l2","r","y","partial",0,2018-01-12,2018-01-15,3
4692,"guamsblasl2","guam","sblas","l2","r","b","partial",0,2018-01-12,2018-01-15,3
4693,"guamsblasl2","guam","sblas","l2","r","w","partial",0,2018-01-12,2018-01-15,3
4694,"guamsblasl2","guam","sblas","l2","r","r","partial",0,2018-01-12,2018-01-15,3
4695,"guamsblasl2","guam","sblas","l2","w","y","partial",0,2018-01-12,2018-01-15,3
4696,"guamsblasl2","guam","sblas","l2","w","b","partial",0,2018-01-12,2018-01-15,3
4697,"guamsblasl2","guam","sblas","l2","w","w","partial",0,2018-01-12,2018-01-15,3
4698,"guamsblasl2","guam","sblas","l2","b","y","partial",0,2018-01-12,2018-01-15,3
4699,"guamsblasl2","guam","sblas","l2","w","r","partial",0,2018-01-12,2018-01-15,3
4700,"guamsblasl2","guam","sblas","l2","b","w","partial",0,2018-01-12,2018-01-15,3
4701,"guamsblasl2","guam","sblas","l2","b","b","partial",0,2018-01-12,2018-01-15,3
4702,"guamsblasl2","guam","sblas","l2","b","r","partial",0,2018-01-12,2018-01-15,3
4703,"guamsblasl2","guam","sblas","l2","y","y","partial",0,2018-01-12,2018-01-15,3
4704,"guamsblasl2","guam","sblas","l2","y","b","partial",0,2018-01-12,2018-01-15,3
4705,"guamsblasl2","guam","sblas","l2","y","w","partial",0,2018-01-12,2018-01-15,3
4706,"guamsblasl2","guam","sblas","l2","y","r","partial",0,2018-01-12,2018-01-15,3
4707,"guamsblasl3","guam","sblas","l3","w","w","partial",0,2018-01-12,2018-01-15,3
4708,"guamsblasl3","guam","sblas","l3","r","y","partial",0,2018-01-12,2018-01-15,3
4709,"guamsblasl3","guam","sblas","l3","r","r","partial",0,2018-01-12,2018-01-15,3
4710,"guamsblasl3","guam","sblas","l3","r","w","partial",0,2018-01-12,2018-01-15,3
4711,"guamsblasl3","guam","sblas","l3","r","b","partial",0,2018-01-12,2018-01-15,3
4712,"guamsblasl3","guam","sblas","l3","y","b","partial",0,2018-01-12,2018-01-15,3
4713,"guamsblasl3","guam","sblas","l3","y","y","partial",0,2018-01-12,2018-01-15,3
4714,"guamsblasl3","guam","sblas","l3","w","r","partial",0,2018-01-12,2018-01-15,3
4715,"guamsblasl3","guam","sblas","l3","w","b","partial",0,2018-01-12,2018-01-15,3
4716,"guamsblasl3","guam","sblas","l3","w","y","partial",0,2018-01-12,2018-01-15,3
4717,"guamsblasl3","guam","sblas","l3","y","w","partial",0,2018-01-12,2018-01-15,3
4718,"guamsblasl3","guam","sblas","l3","b","y","partial",0,2018-01-12,2018-01-15,3
4719,"guamsblasl3","guam","sblas","l3","b","r","partial",0,2018-01-12,2018-01-15,3
4720,"guamsblasl3","guam","sblas","l3","b","w","partial",0,2018-01-12,2018-01-15,3
4721,"guamsblasl3","guam","sblas","l3","b","b","partial",0,2018-01-12,2018-01-15,3
4722,"guamsblasl3","guam","sblas","l3","y","r","partial",0,2018-01-12,2018-01-15,3
4723,"saipanforbial1","saipan","forbia","l1","b","w","partial",0,2018-01-17,2018-01-20,3
4724,"saipanforbial1","saipan","forbia","l1","y","y","partial",0,2018-01-17,2018-01-20,3
4725,"saipanforbial1","saipan","forbia","l1","y","r","partial",0,2018-01-17,2018-01-20,3
4726,"saipanforbial1","saipan","forbia","l1","r","r","partial",0,2018-01-17,2018-01-20,3
4727,"saipanforbial1","saipan","forbia","l1","r","w","partial",0,2018-01-17,2018-01-20,3
4728,"saipanforbial1","saipan","forbia","l1","b","y","partial",0,2018-01-17,2018-01-20,3
4729,"saipanforbial1","saipan","forbia","l1","w","r","partial",0,2018-01-17,2018-01-20,3
4730,"saipanforbial1","saipan","forbia","l1","b","b","partial",0,2018-01-17,2018-01-20,3
4731,"saipanforbial1","saipan","forbia","l1","b","r","partial",0,2018-01-17,2018-01-20,3
4732,"saipanforbial1","saipan","forbia","l1","w","y","partial",0,2018-01-17,2018-01-20,3
4733,"saipanforbial1","saipan","forbia","l1","w","w","partial",0,2018-01-17,2018-01-20,3
4734,"saipanforbial1","saipan","forbia","l1","y","b","partial",0,2018-01-17,2018-01-20,3
4735,"saipanforbial1","saipan","forbia","l1","w","b","partial",0,2018-01-17,2018-01-20,3
4736,"saipanforbial1","saipan","forbia","l1","r","y","partial",0,2018-01-17,2018-01-20,3
4737,"saipanforbial1","saipan","forbia","l1","y","w","partial",0,2018-01-17,2018-01-20,3
4738,"saipanforbial1","saipan","forbia","l1","r","b","partial",0,2018-01-17,2018-01-20,3
4739,"saipanforbial2","saipan","forbia","l2","y","b","partial",0,2018-01-17,2018-01-20,3
4740,"saipanforbial2","saipan","forbia","l2","y","y","partial",0,2018-01-17,2018-01-20,3
4741,"saipanforbial2","saipan","forbia","l2","y","w","partial",0,2018-01-17,2018-01-20,3
4742,"saipanforbial2","saipan","forbia","l2","y","r","partial",0,2018-01-17,2018-01-20,3
4743,"saipanforbial2","saipan","forbia","l2","b","y","partial",0,2018-01-17,2018-01-20,3
4744,"saipanforbial2","saipan","forbia","l2","b","b","partial",0,2018-01-17,2018-01-20,3
4745,"saipanforbial2","saipan","forbia","l2","b","w","partial",0,2018-01-17,2018-01-20,3
4746,"saipanforbial2","saipan","forbia","l2","b","r","partial",0,2018-01-17,2018-01-20,3
4747,"saipanforbial2","saipan","forbia","l2","w","y","partial",0,2018-01-17,2018-01-20,3
4748,"saipanforbial2","saipan","forbia","l2","w","b","partial",0,2018-01-17,2018-01-20,3
4749,"saipanforbial2","saipan","forbia","l2","w","w","partial",0,2018-01-17,2018-01-20,3
4750,"saipanforbial2","saipan","forbia","l2","w","r","partial",0,2018-01-17,2018-01-20,3
4751,"saipanforbial2","saipan","forbia","l2","r","y","partial",0,2018-01-17,2018-01-20,3
4752,"saipanforbial2","saipan","forbia","l2","r","b","partial",0,2018-01-17,2018-01-20,3
4753,"saipanforbial2","saipan","forbia","l2","r","w","partial",0,2018-01-17,2018-01-20,3
4754,"saipanforbial2","saipan","forbia","l2","r","r","partial",0,2018-01-17,2018-01-20,3
4755,"saipanforbial3","saipan","forbia","l3","r","y","partial",0,2018-01-17,2018-01-20,3
4756,"saipanforbial3","saipan","forbia","l3","r","b","partial",0,2018-01-17,2018-01-20,3
4757,"saipanforbial3","saipan","forbia","l3","r","w","partial",0,2018-01-17,2018-01-20,3
4758,"saipanforbial3","saipan","forbia","l3","r","r","partial",0,2018-01-17,2018-01-20,3
4759,"saipanforbial3","saipan","forbia","l3","w","y","partial",0,2018-01-17,2018-01-20,3
4760,"saipanforbial3","saipan","forbia","l3","w","b","partial",0,2018-01-17,2018-01-20,3
4761,"saipanforbial3","saipan","forbia","l3","w","w","partial",0,2018-01-17,2018-01-20,3
4762,"saipanforbial3","saipan","forbia","l3","b","y","partial",0,2018-01-17,2018-01-20,3
